sample_id	turn	images	model	ok
19	5	[1, 2]	llava	1
19	6	[1, 2]	llava	0
19	7	[1, 2]	llava	1
19	8	[1, 2]	llava	0
19	9	[1, 2]	llava	0
19	10	[1, 2]	llava	1
19	1	[1, 2]	qwen	0
19	2	[1, 2]	qwen	0
19	3	[1, 2]	qwen	1
19	4	[1, 2]	qwen	1
19	5	[1, 2]	qwen	1
19	6	[1, 2]	qwen	1
19	7	[1, 2]	qwen	1
19	8	[1, 2]	qwen	0
19	9	[1, 2]	qwen	1
19	10	[1, 2]	qwen	0
20	1	[1]	blip2	0
20	2	[1]	blip2	0
20	3	[1]	blip2	0
20	4	[2]	blip2	1
20	5	[2]	blip2	0
20	6	[2]	blip2	0
20	7	[3]	blip2	1
20	8	[3]	blip2	0
20	9	[3]	blip2	1
20	10	[1, 2, 3]	blip2	0
20	11	[1, 2, 3]	blip2	0
20	12	[1, 2, 3]	blip2	0
20	13	[1, 2, 3]	blip2	0
20	14	[1, 2, 3]	blip2	0
20	15	[1, 2, 3]	blip2	1
20	16	[1, 2, 3]	blip2	0
20	17	[1, 2, 3]	blip2	1
20	18	[1, 3]	blip2	0
20	19	[1, 2, 3]	blip2	1
20	1	[1]	llava	0
20	2	[1]	llava	1
20	3	[1]	llava	1
20	4	[2]	llava	1
20	5	[2]	llava	1
20	6	[2]	llava	1
20	7	[3]	llava	0
20	8	[3]	llava	1
20	9	[3]	llava	1
20	10	[1, 2, 3]	llava	0
20	11	[1, 2, 3]	llava	1
20	12	[1, 2, 3]	llava	0
20	13	[1, 2, 3]	llava	0
20	14	[1, 2, 3]	llava	1
20	15	[1, 2, 3]	llava	0
20	16	[1, 2, 3]	llava	1
20	17	[1, 2, 3]	llava	1
20	18	[1, 3]	llava	0
20	19	[1, 2, 3]	llava	0
20	1	[1]	qwen	1
20	2	[1]	qwen	1
20	3	[1]	qwen	0
20	4	[2]	qwen	1
20	5	[2]	qwen	0
20	6	[2]	qwen	1
20	7	[3]	qwen	1
20	8	[3]	qwen	1
20	9	[3]	qwen	1
20	10	[1, 2, 3]	qwen	0
20	11	[1, 2, 3]	qwen	0
20	12	[1, 2, 3]	qwen	0
20	13	[1, 2, 3]	qwen	0
20	14	[1, 2, 3]	qwen	0
20	15	[1, 2, 3]	qwen	0
20	16	[1, 2, 3]	qwen	1
20	17	[1, 2, 3]	qwen	1
20	18	[1, 3]	qwen	0
20	19	[1, 2, 3]	qwen	0
21	1	[1]	blip2	0
21	2	[1]	blip2	0
21	3	[1]	blip2	1
21	4	[2]	blip2	1
21	5	[2]	blip2	0
21	6	[2]	blip2	0
21	7	[1, 2]	blip2	0
21	8	[1, 2]	blip2	0
21	9	[1, 2]	blip2	0
21	10	[1, 2]	blip2	0
21	11	[1, 2]	blip2	0
21	12	[1, 2]	blip2	1
21	13	[1, 2]	blip2	0
21	14	[1, 2]	blip2	0
21	15	[1, 2]	blip2	0
21	16	[1, 2]	blip2	1
21	1	[1]	llava	1
21	2	[1]	llava	1
21	3	[1]	llava	1
21	4	[2]	llava	1
21	5	[2]	llava	1
21	6	[2]	llava	1
21	7	[1, 2]	llava	0
21	8	[1, 2]	llava	0
21	9	[1, 2]	llava	0
21	10	[1, 2]	llava	0
21	11	[1, 2]	llava	0
21	12	[1, 2]	llava	1
21	13	[1, 2]	llava	0
21	14	[1, 2]	llava	0
21	15	[1, 2]	llava	0
21	16	[1, 2]	llava	1
21	1	[1]	qwen	1
21	2	[1]	qwen	1
21	3	[1]	qwen	1
21	4	[2]	qwen	1
21	5	[2]	qwen	1
21	6	[2]	qwen	1
21	7	[1, 2]	qwen	0
21	8	[1, 2]	qwen	0
21	9	[1, 2]	qwen	0
21	10	[1, 2]	qwen	0
21	11	[1, 2]	qwen	0
21	12	[1, 2]	qwen	0
21	13	[1, 2]	qwen	0
21	14	[1, 2]	qwen	1
21	15	[1, 2]	qwen	1
21	16	[1, 2]	qwen	1
22	1	[1]	blip2	0
22	2	[1]	blip2	0
22	3	[1]	blip2	0
22	4	[2]	blip2	1
22	5	[2]	blip2	1
22	6	[2]	blip2	0
22	7	[1, 2]	blip2	0
22	8	[1, 2]	blip2	0
22	9	[1, 2]	blip2	0
22	10	[1, 2]	blip2	1
22	11	[1, 2]	blip2	1
22	12	[1, 2]	blip2	0
22	13	[1, 2]	blip2	1
22	14	[1, 2]	blip2	0
22	15	[1, 2]	blip2	1
22	16	[1, 2]	blip2	1
22	1	[1]	llava	0
22	2	[1]	llava	0
22	3	[1]	llava	0
22	4	[2]	llava	1
22	5	[2]	llava	0
22	6	[2]	llava	1
22	7	[1, 2]	llava	0
22	8	[1, 2]	llava	0
22	9	[1, 2]	llava	0
22	10	[1, 2]	llava	1
22	11	[1, 2]	llava	0
22	12	[1, 2]	llava	0
22	13	[1, 2]	llava	1
22	14	[1, 2]	llava	0
22	15	[1, 2]	llava	0
22	16	[1, 2]	llava	1
22	1	[1]	qwen	0
22	2	[1]	qwen	1
22	3	[1]	qwen	1
22	4	[2]	qwen	1
22	5	[2]	qwen	1
22	6	[2]	qwen	1
22	7	[1, 2]	qwen	0
22	8	[1, 2]	qwen	0
22	9	[1, 2]	qwen	0
22	10	[1, 2]	qwen	1
22	11	[1, 2]	qwen	0
22	12	[1, 2]	qwen	0
22	13	[1, 2]	qwen	1
22	14	[1, 2]	qwen	0
22	15	[1, 2]	qwen	0
22	16	[1, 2]	qwen	1
23	1	[1]	blip2	0
23	2	[1]	blip2	1
23	3	[1]	blip2	0
23	4	[2]	blip2	0
23	5	[2]	blip2	1
23	6	[2]	blip2	0
23	7	[3]	blip2	1
23	8	[3]	blip2	1
23	9	[3]	blip2	0
23	10	[1, 2, 3]	blip2	0
23	11	[1, 2, 3]	blip2	0
23	12	[1, 2, 3]	blip2	0
23	13	[1, 2, 3]	blip2	0
23	14	[1, 2, 3]	blip2	0
23	15	[1, 2, 3]	blip2	1
23	16	[1, 2, 3]	blip2	0
23	17	[1, 2, 3]	blip2	0
23	18	[1, 2, 3]	blip2	0
23	19	[1, 2, 3]	blip2	0
23	1	[1]	llava	1
23	2	[1]	llava	1
23	3	[1]	llava	1
23	4	[2]	llava	0
23	5	[2]	llava	1
23	6	[2]	llava	0
23	7	[3]	llava	1
23	8	[3]	llava	1
23	9	[3]	llava	1
23	10	[1, 2, 3]	llava	0
23	11	[1, 2, 3]	llava	0
23	12	[1, 2, 3]	llava	0
23	13	[1, 2, 3]	llava	0
23	14	[1, 2, 3]	llava	0
23	15	[1, 2, 3]	llava	1
23	16	[1, 2, 3]	llava	0
23	17	[1, 2, 3]	llava	0
23	18	[1, 2, 3]	llava	1
23	19	[1, 2, 3]	llava	0
23	1	[1]	qwen	1
23	2	[1]	qwen	1
23	3	[1]	qwen	1
23	4	[2]	qwen	1
23	5	[2]	qwen	1
23	6	[2]	qwen	1
23	7	[3]	qwen	1
23	8	[3]	qwen	1
23	9	[3]	qwen	1
23	10	[1, 2, 3]	qwen	0
23	11	[1, 2, 3]	qwen	0
23	12	[1, 2, 3]	qwen	0
23	13	[1, 2, 3]	qwen	0
23	14	[1, 2, 3]	qwen	0
23	15	[1, 2, 3]	qwen	1
23	16	[1, 2, 3]	qwen	0
23	17	[1, 2, 3]	qwen	1
23	18	[1, 2, 3]	qwen	1
23	19	[1, 2, 3]	qwen	0
24	1	[1, 2]	blip2	0
24	2	[1, 2]	blip2	0
24	3	[1, 2]	blip2	0
24	4	[1, 2]	blip2	0
24	5	[1, 2]	blip2	0
24	6	[1, 2]	blip2	0
24	7	[1, 2]	blip2	0
24	8	[1, 2]	blip2	1
24	9	[1, 2]	blip2	0
24	10	[1, 2]	blip2	1
24	1	[1, 2]	llava	0
24	2	[1, 2]	llava	0
24	3	[1, 2]	llava	1
24	4	[1, 2]	llava	0
24	5	[1, 2]	llava	0
24	6	[1, 2]	llava	0
24	7	[1, 2]	llava	0
24	8	[1, 2]	llava	1
24	9	[1, 2]	llava	1
24	10	[1, 2]	llava	0
24	1	[1, 2]	qwen	0
24	2	[1, 2]	qwen	0
24	3	[1, 2]	qwen	1
24	4	[1, 2]	qwen	0
24	5	[1, 2]	qwen	0
24	6	[1, 2]	qwen	0
24	7	[1, 2]	qwen	0
24	8	[1, 2]	qwen	1
24	9	[1, 2]	qwen	1
24	10	[1, 2]	qwen	1
25	1	[1]	blip2	0
25	2	[2]	blip2	0
25	3	[2]	blip2	0
25	4	[2]	blip2	0
25	5	[3]	blip2	0
25	6	[3]	blip2	0
25	7	[3]	blip2	0
25	8	[1, 2, 3]	blip2	0
25	1	[1]	llava	0
25	2	[2]	llava	1
25	3	[2]	llava	0
25	4	[2]	llava	1
25	5	[3]	llava	1
25	6	[3]	llava	1
25	7	[3]	llava	0
25	8	[1, 2, 3]	llava	1
25	1	[1]	qwen	1
25	2	[2]	qwen	1
25	3	[2]	qwen	1
25	4	[2]	qwen	1
25	5	[3]	qwen	1
25	6	[3]	qwen	0
25	7	[3]	qwen	1
25	8	[1, 2, 3]	qwen	1
26	1	[1]	blip2	0
26	2	[1]	blip2	1
26	3	[1]	blip2	0
26	4	[2]	blip2	1
26	5	[2]	blip2	1
26	6	[2]	blip2	0
26	7	[1, 2, 3]	blip2	0
26	8	[1, 2, 3]	blip2	0
26	9	[1, 2, 3]	blip2	0
26	10	[1, 2, 3]	blip2	0
26	11	[1, 2, 3]	blip2	0
26	12	[1, 2, 3]	blip2	0
26	13	[1, 2, 3]	blip2	0
26	1	[1]	llava	0
26	2	[1]	llava	1
26	3	[1]	llava	1
26	4	[2]	llava	0
26	5	[2]	llava	1
26	6	[2]	llava	1
26	7	[1, 2, 3]	llava	0
26	8	[1, 2, 3]	llava	0
26	9	[1, 2, 3]	llava	0
26	10	[1, 2, 3]	llava	0
26	11	[1, 2, 3]	llava	0
26	12	[1, 2, 3]	llava	0
26	13	[1, 2, 3]	llava	0
26	1	[1]	qwen	1
26	2	[1]	qwen	1
26	3	[1]	qwen	1
26	4	[2]	qwen	1
26	5	[2]	qwen	1
26	6	[2]	qwen	1
26	7	[1, 2, 3]	qwen	0
26	8	[1, 2, 3]	qwen	0
26	9	[1, 2, 3]	qwen	0
26	10	[1, 2, 3]	qwen	0
26	11	[1, 2, 3]	qwen	0
26	12	[1, 2, 3]	qwen	0
26	13	[1, 2, 3]	qwen	0
27	1	[1]	blip2	0
27	2	[1]	blip2	0
27	3	[1]	blip2	0
27	4	[2]	blip2	0
27	5	[2]	blip2	1
27	6	[2]	blip2	0
27	7	[1, 2]	blip2	0
27	8	[1, 2]	blip2	0
27	9	[1, 2]	blip2	0
27	10	[1, 2]	blip2	0
27	11	[1, 2]	blip2	0
27	12	[1, 2]	blip2	0
27	13	[1, 2]	blip2	1
27	14	[1, 2]	blip2	0
27	15	[1, 2]	blip2	0
27	16	[1, 2]	blip2	0
27	17	[1, 2]	blip2	0
27	18	[1, 2]	blip2	1
27	1	[1]	llava	1
27	2	[1]	llava	0
27	3	[1]	llava	0
27	4	[2]	llava	1
27	5	[2]	llava	1
27	6	[2]	llava	1
27	7	[1, 2]	llava	0
27	8	[1, 2]	llava	0
27	9	[1, 2]	llava	0
27	10	[1, 2]	llava	0
27	11	[1, 2]	llava	1
27	12	[1, 2]	llava	0
27	13	[1, 2]	llava	1
27	14	[1, 2]	llava	0
27	15	[1, 2]	llava	0
27	16	[1, 2]	llava	0
27	17	[1, 2]	llava	0
27	18	[1, 2]	llava	1
27	1	[1]	qwen	1
27	2	[1]	qwen	0
27	3	[1]	qwen	1
27	4	[2]	qwen	1
27	5	[2]	qwen	1
27	6	[2]	qwen	1
27	7	[1, 2]	qwen	0
27	8	[1, 2]	qwen	0
27	9	[1, 2]	qwen	0
27	10	[1, 2]	qwen	0
27	11	[1, 2]	qwen	1
27	12	[1, 2]	qwen	0
27	13	[1, 2]	qwen	1
27	14	[1, 2]	qwen	0
27	15	[1, 2]	qwen	0
27	16	[1, 2]	qwen	0
27	17	[1, 2]	qwen	0
27	18	[1, 2]	qwen	1
28	1	[1]	blip2	0
28	2	[1]	blip2	0
28	3	[1]	blip2	0
28	4	[2]	blip2	0
28	5	[2]	blip2	1
28	6	[2]	blip2	0
28	7	[3]	blip2	0
28	8	[3]	blip2	1
28	9	[3]	blip2	1
28	10	[4]	blip2	1
28	11	[4]	blip2	0
28	12	[4]	blip2	0
28	13	[5]	blip2	1
28	14	[5]	blip2	0
28	15	[5]	blip2	1
28	16	[1, 3]	blip2	0
28	17	[2, 4, 5]	blip2	0
28	18	[2, 3, 4]	blip2	0
28	19	[3, 4, 5]	blip2	0
28	20	[1, 5]	blip2	0
28	1	[1]	llava	0
28	2	[1]	llava	0
28	3	[1]	llava	0
28	4	[2]	llava	0
28	5	[2]	llava	1
28	6	[2]	llava	1
28	7	[3]	llava	0
28	8	[3]	llava	1
28	9	[3]	llava	1
28	10	[4]	llava	1
28	11	[4]	llava	0
28	12	[4]	llava	1
28	13	[5]	llava	1
28	14	[5]	llava	1
28	15	[5]	llava	1
28	16	[1, 3]	llava	0
28	17	[2, 4, 5]	llava	0
28	18	[2, 3, 4]	llava	0
28	19	[3, 4, 5]	llava	1
28	20	[1, 5]	llava	0
28	1	[1]	qwen	1
28	2	[1]	qwen	1
28	3	[1]	qwen	1
28	4	[2]	qwen	1
28	5	[2]	qwen	1
28	6	[2]	qwen	0
28	7	[3]	qwen	1
28	8	[3]	qwen	1
28	9	[3]	qwen	1
28	10	[4]	qwen	1
28	11	[4]	qwen	1
28	12	[4]	qwen	1
28	13	[5]	qwen	1
28	14	[5]	qwen	1
28	15	[5]	qwen	1
28	16	[1, 3]	qwen	0
28	17	[2, 4, 5]	qwen	0
28	18	[2, 3, 4]	qwen	1
28	19	[3, 4, 5]	qwen	1
28	20	[1, 5]	qwen	0
29	1	[1, 2]	blip2	1
29	2	[1, 2]	blip2	1
29	3	[1, 2]	blip2	0
29	4	[1, 2]	blip2	1
29	5	[1, 2]	blip2	1
29	6	[1, 2]	blip2	0
29	7	[1, 2]	blip2	1
29	8	[1, 2]	blip2	0
29	9	[1, 2]	blip2	0
29	10	[1, 2]	blip2	0
29	1	[1, 2]	llava	0
29	2	[1, 2]	llava	1
29	3	[1, 2]	llava	0
29	4	[1, 2]	llava	1
29	5	[1, 2]	llava	1
29	6	[1, 2]	llava	1
29	7	[1, 2]	llava	1
29	8	[1, 2]	llava	0
29	9	[1, 2]	llava	0
29	10	[1, 2]	llava	0
29	1	[1, 2]	qwen	0
29	2	[1, 2]	qwen	1
29	3	[1, 2]	qwen	0
29	4	[1, 2]	qwen	1
29	5	[1, 2]	qwen	1
29	6	[1, 2]	qwen	1
29	7	[1, 2]	qwen	1
29	8	[1, 2]	qwen	1
29	9	[1, 2]	qwen	1
29	10	[1, 2]	qwen	1
30	1	[1]	blip2	1
30	2	[1]	blip2	1
30	3	[1]	blip2	1
30	4	[2]	blip2	0
30	5	[3]	blip2	1
30	6	[3]	blip2	0
30	7	[3]	blip2	0
30	8	[1, 2, 3]	blip2	0
30	9	[2, 3]	blip2	0
30	10	[1, 3]	blip2	0
30	11	[1, 2]	blip2	0
30	12	[1, 2, 3]	blip2	0
30	13	[2, 3]	blip2	0
30	1	[1]	llava	1
30	2	[1]	llava	1
30	3	[1]	llava	1
30	4	[2]	llava	1
30	5	[3]	llava	1
30	6	[3]	llava	1
30	7	[3]	llava	1
30	8	[1, 2, 3]	llava	1
30	9	[2, 3]	llava	0
30	10	[1, 3]	llava	0
30	11	[1, 2]	llava	0
30	12	[1, 2, 3]	llava	0
30	13	[2, 3]	llava	1
30	1	[1]	qwen	0
30	2	[1]	qwen	1
30	3	[1]	qwen	1
30	4	[2]	qwen	0
30	5	[3]	qwen	1
30	6	[3]	qwen	1
30	7	[3]	qwen	1
30	8	[1, 2, 3]	qwen	0
30	9	[2, 3]	qwen	1
30	10	[1, 3]	qwen	0
30	11	[1, 2]	qwen	1
30	12	[1, 2, 3]	qwen	1
30	13	[2, 3]	qwen	1
31	1	[1, 2]	blip2	1
31	2	[2]	blip2	0
31	3	[2]	blip2	1
31	4	[3]	blip2	0
31	5	[3]	blip2	1
31	6	[3]	blip2	1
31	7	[4]	blip2	1
31	8	[4]	blip2	1
31	9	[4]	blip2	0
31	10	[5]	blip2	0
31	11	[5]	blip2	0
31	12	[5]	blip2	1
31	13	[1, 5]	blip2	0
31	14	[2, 5]	blip2	0
31	15	[3, 4, 5]	blip2	0
31	16	[1, 3, 5]	blip2	0
31	17	[3, 4]	blip2	0
31	1	[1, 2]	llava	1
31	2	[2]	llava	1
31	3	[2]	llava	1
31	4	[3]	llava	1
31	5	[3]	llava	1
31	6	[3]	llava	1
31	7	[4]	llava	1
31	8	[4]	llava	1
31	9	[4]	llava	1
31	10	[5]	llava	1
31	11	[5]	llava	0
31	12	[5]	llava	1
31	13	[1, 5]	llava	0
31	14	[2, 5]	llava	0
31	15	[3, 4, 5]	llava	0
31	16	[1, 3, 5]	llava	0
31	17	[3, 4]	llava	0
31	1	[1, 2]	qwen	1
31	2	[2]	qwen	1
31	3	[2]	qwen	1
31	4	[3]	qwen	0
31	5	[3]	qwen	1
31	6	[3]	qwen	1
31	7	[4]	qwen	1
31	8	[4]	qwen	1
31	9	[4]	qwen	1
31	10	[5]	qwen	1
31	11	[5]	qwen	0
31	12	[5]	qwen	1
31	13	[1, 5]	qwen	0
31	14	[2, 5]	qwen	0
31	15	[3, 4, 5]	qwen	0
31	16	[1, 3, 5]	qwen	0
31	17	[3, 4]	qwen	1
32	1	[1]	blip2	0
32	2	[1]	blip2	1
32	3	[1]	blip2	0
32	4	[2]	blip2	1
32	5	[2]	blip2	0
32	6	[2]	blip2	1
32	7	[3]	blip2	1
32	8	[3]	blip2	0
32	9	[3]	blip2	1
32	10	[4]	blip2	0
32	11	[4]	blip2	0
32	12	[4]	blip2	1
32	13	[5]	blip2	1
32	14	[5]	blip2	1
32	15	[5]	blip2	0
32	16	[1, 2, 5]	blip2	0
32	17	[2, 3, 4]	blip2	0
32	18	[2]	blip2	1
32	19	[1, 3, 5]	blip2	0
32	20	[3, 4, 5]	blip2	0
32	1	[1]	llava	1
32	2	[1]	llava	1
32	3	[1]	llava	1
32	4	[2]	llava	1
32	5	[2]	llava	0
32	6	[2]	llava	1
32	7	[3]	llava	1
32	8	[3]	llava	1
32	9	[3]	llava	1
32	10	[4]	llava	1
32	11	[4]	llava	1
32	12	[4]	llava	1
32	13	[5]	llava	1
32	14	[5]	llava	1
32	15	[5]	llava	0
32	16	[1, 2, 5]	llava	1
32	17	[2, 3, 4]	llava	1
32	18	[2]	llava	1
32	19	[1, 3, 5]	llava	0
32	20	[3, 4, 5]	llava	0
32	1	[1]	qwen	1
32	2	[1]	qwen	1
32	3	[1]	qwen	1
32	4	[2]	qwen	1
32	5	[2]	qwen	0
32	6	[2]	qwen	1
32	7	[3]	qwen	1
32	8	[3]	qwen	1
32	9	[3]	qwen	1
32	10	[4]	qwen	1
32	11	[4]	qwen	1
32	12	[4]	qwen	1
32	13	[5]	qwen	1
32	14	[5]	qwen	1
32	15	[5]	qwen	1
32	16	[1, 2, 5]	qwen	0
32	17	[2, 3, 4]	qwen	0
32	18	[2]	qwen	1
32	19	[1, 3, 5]	qwen	0
32	20	[3, 4, 5]	qwen	1
33	1	[1]	blip2	1
33	2	[1]	blip2	1
33	3	[1]	blip2	1
33	4	[2]	blip2	1
33	5	[2]	blip2	1
33	6	[2]	blip2	1
33	7	[3]	blip2	0
33	8	[3]	blip2	0
33	9	[3]	blip2	0
33	10	[4]	blip2	0
33	11	[4]	blip2	0
33	12	[4]	blip2	1
33	13	[1, 2, 3, 4]	blip2	0
33	14	[1, 4]	blip2	0
33	15	[2, 3, 4]	blip2	0
33	16	[1, 2, 3, 4]	blip2	0
33	17	[1, 2]	blip2	0
33	18	[1, 2, 3, 4]	blip2	0
33	19	[2, 3]	blip2	0
33	20	[1, 4]	blip2	0
33	1	[1]	llava	0
33	2	[1]	llava	1
33	3	[1]	llava	1
33	4	[2]	llava	1
33	5	[2]	llava	0
33	6	[2]	llava	1
33	7	[3]	llava	0
33	8	[3]	llava	1
33	9	[3]	llava	0
33	10	[4]	llava	0
33	11	[4]	llava	0
33	12	[4]	llava	0
33	13	[1, 2, 3, 4]	llava	0
33	14	[1, 4]	llava	1
33	15	[2, 3, 4]	llava	0
33	16	[1, 2, 3, 4]	llava	0
33	17	[1, 2]	llava	0
33	18	[1, 2, 3, 4]	llava	1
33	19	[2, 3]	llava	1
33	20	[1, 4]	llava	0
33	1	[1]	qwen	1
33	2	[1]	qwen	1
33	3	[1]	qwen	1
33	4	[2]	qwen	1
33	5	[2]	qwen	1
33	6	[2]	qwen	1
33	7	[3]	qwen	1
33	8	[3]	qwen	1
33	9	[3]	qwen	1
33	10	[4]	qwen	0
33	11	[4]	qwen	0
33	12	[4]	qwen	1
33	13	[1, 2, 3, 4]	qwen	0
33	14	[1, 4]	qwen	1
33	15	[2, 3, 4]	qwen	0
33	16	[1, 2, 3, 4]	qwen	0
33	17	[1, 2]	qwen	0
33	18	[1, 2, 3, 4]	qwen	0
33	19	[2, 3]	qwen	1
33	20	[1, 4]	qwen	0
34	1	[1, 2]	blip2	0
34	2	[1, 2]	blip2	0
34	3	[1, 2]	blip2	0
34	4	[1, 2]	blip2	0
34	5	[1, 2]	blip2	0
34	6	[1, 2]	blip2	0
34	7	[1, 2]	blip2	0
34	8	[1, 2]	blip2	0
34	9	[1, 2]	blip2	0
34	10	[1, 2]	blip2	0
34	1	[1, 2]	llava	0
34	2	[1, 2]	llava	0
34	3	[1, 2]	llava	0
34	4	[1, 2]	llava	0
34	5	[1, 2]	llava	0
34	6	[1, 2]	llava	1
34	7	[1, 2]	llava	1
34	8	[1, 2]	llava	1
34	9	[1, 2]	llava	1
34	10	[1, 2]	llava	0
34	1	[1, 2]	qwen	0
34	2	[1, 2]	qwen	0
34	3	[1, 2]	qwen	0
34	4	[1, 2]	qwen	0
34	5	[1, 2]	qwen	0
34	6	[1, 2]	qwen	1
34	7	[1, 2]	qwen	1
34	8	[1, 2]	qwen	0
34	9	[1, 2]	qwen	0
34	10	[1, 2]	qwen	0
35	1	[1]	blip2	0
35	2	[1]	blip2	1
35	3	[2]	blip2	0
35	4	[2]	blip2	0
35	5	[2]	blip2	1
35	6	[1, 2]	blip2	0
35	7	[1, 2]	blip2	0
35	8	[1, 2]	blip2	0
35	9	[1, 2]	blip2	0
35	10	[1, 2]	blip2	0
35	11	[1, 2]	blip2	0
35	12	[1, 2]	blip2	0
35	13	[1, 2]	blip2	0
35	14	[1, 2]	blip2	0
35	15	[1, 2]	blip2	0
35	1	[1]	llava	1
35	2	[1]	llava	1
35	3	[2]	llava	1
35	4	[2]	llava	1
35	5	[2]	llava	0
35	6	[1, 2]	llava	0
35	7	[1, 2]	llava	0
35	8	[1, 2]	llava	0
35	9	[1, 2]	llava	1
35	10	[1, 2]	llava	1
35	11	[1, 2]	llava	0
35	12	[1, 2]	llava	0
35	13	[1, 2]	llava	0
35	14	[1, 2]	llava	0
35	15	[1, 2]	llava	0
35	1	[1]	qwen	1
35	2	[1]	qwen	1
35	3	[2]	qwen	1
35	4	[2]	qwen	1
35	5	[2]	qwen	1
35	6	[1, 2]	qwen	0
35	7	[1, 2]	qwen	0
35	8	[1, 2]	qwen	0
35	9	[1, 2]	qwen	0
35	10	[1, 2]	qwen	0
35	11	[1, 2]	qwen	0
35	12	[1, 2]	qwen	0
35	13	[1, 2]	qwen	0
35	14	[1, 2]	qwen	0
35	15	[1, 2]	qwen	0
36	1	[1, 2]	blip2	0
36	2	[1, 2]	blip2	0
36	3	[1, 2]	blip2	0
36	4	[1, 2]	blip2	0
36	5	[1, 2]	blip2	0
36	6	[1, 2]	blip2	0
36	7	[1, 2]	blip2	0
36	8	[1, 2]	blip2	0
36	9	[1, 2]	blip2	0
36	10	[1, 2]	blip2	0
36	1	[1, 2]	llava	0
36	2	[1, 2]	llava	0
36	3	[1, 2]	llava	0
36	4	[1, 2]	llava	1
36	5	[1, 2]	llava	1
36	6	[1, 2]	llava	0
36	7	[1, 2]	llava	1
36	8	[1, 2]	llava	0
36	9	[1, 2]	llava	1
36	10	[1, 2]	llava	0
36	1	[1, 2]	qwen	0
36	2	[1, 2]	qwen	0
36	3	[1, 2]	qwen	0
36	4	[1, 2]	qwen	1
36	5	[1, 2]	qwen	1
36	6	[1, 2]	qwen	0
36	7	[1, 2]	qwen	1
36	8	[1, 2]	qwen	0
36	9	[1, 2]	qwen	1
36	10	[1, 2]	qwen	0
37	1	[1]	blip2	1
37	2	[1]	blip2	0
37	3	[1]	blip2	1
37	4	[2]	blip2	1
37	5	[3]	blip2	0
37	6	[3]	blip2	0
37	7	[3]	blip2	0
37	8	[4]	blip2	0
37	9	[4]	blip2	0
37	10	[4]	blip2	0
37	11	[5]	blip2	1
37	12	[5]	blip2	1
37	13	[5]	blip2	1
37	14	[1, 2, 4]	blip2	0
37	15	[1, 3]	blip2	0
37	16	[2, 4, 5]	blip2	0
37	17	[3, 5]	blip2	0
37	18	[2, 4]	blip2	0
37	19	[1, 5]	blip2	0
37	20	[1, 3, 5]	blip2	0
37	1	[1]	llava	1
37	2	[1]	llava	1
37	3	[1]	llava	1
37	4	[2]	llava	1
37	5	[3]	llava	0
37	6	[3]	llava	1
37	7	[3]	llava	1
37	8	[4]	llava	1
37	9	[4]	llava	1
37	10	[4]	llava	1
37	11	[5]	llava	1
37	12	[5]	llava	1
37	13	[5]	llava	1
37	14	[1, 2, 4]	llava	0
37	15	[1, 3]	llava	1
37	16	[2, 4, 5]	llava	1
37	17	[3, 5]	llava	0
37	18	[2, 4]	llava	1
37	19	[1, 5]	llava	0
37	20	[1, 3, 5]	llava	0
37	1	[1]	qwen	1
37	2	[1]	qwen	1
37	3	[1]	qwen	1
37	4	[2]	qwen	1
37	5	[3]	qwen	0
37	6	[3]	qwen	0
37	7	[3]	qwen	1
37	8	[4]	qwen	1
37	9	[4]	qwen	1
37	10	[4]	qwen	1
37	11	[5]	qwen	1
37	12	[5]	qwen	1
37	13	[5]	qwen	1
37	14	[1, 2, 4]	qwen	0
37	15	[1, 3]	qwen	1
37	16	[2, 4, 5]	qwen	1
37	17	[3, 5]	qwen	1
37	18	[2, 4]	qwen	1
37	19	[1, 5]	qwen	0
37	20	[1, 3, 5]	qwen	1
38	1	[1, 2]	blip2	0
38	2	[1, 2]	blip2	0
38	3	[1, 2]	blip2	0
38	4	[1, 2]	blip2	1
38	5	[1, 2]	blip2	0
38	6	[1, 2]	blip2	0
38	7	[1, 2]	blip2	0
38	8	[1, 2]	blip2	0
38	9	[1, 2]	blip2	0
38	10	[1, 2]	blip2	0
38	1	[1, 2]	llava	0
38	2	[1, 2]	llava	0
38	3	[1, 2]	llava	1
38	4	[1, 2]	llava	0
38	5	[1, 2]	llava	0
38	6	[1, 2]	llava	1
38	7	[1, 2]	llava	0
38	8	[1, 2]	llava	1
38	9	[1, 2]	llava	0
38	10	[1, 2]	llava	1
38	1	[1, 2]	qwen	0
38	2	[1, 2]	qwen	0
38	3	[1, 2]	qwen	1
38	4	[1, 2]	qwen	0
38	5	[1, 2]	qwen	1
38	6	[1, 2]	qwen	0
38	7	[1, 2]	qwen	0
38	8	[1, 2]	qwen	1
38	9	[1, 2]	qwen	1
38	10	[1, 2]	qwen	1
39	1	[1]	blip2	1
39	2	[1]	blip2	0
39	3	[1]	blip2	0
39	4	[2]	blip2	0
39	5	[2]	blip2	1
39	6	[2]	blip2	1
39	7	[3]	blip2	1
39	8	[3]	blip2	0
39	9	[3]	blip2	0
39	10	[4]	blip2	1
39	11	[4]	blip2	0
39	12	[4]	blip2	1
39	13	[5]	blip2	0
39	14	[5]	blip2	0
39	15	[5]	blip2	0
39	16	[2, 3, 4]	blip2	0
