turn,focus_rate,focus_n,answer_ok_rate,answer_ok_n,trunc_rate,trunc_n,model,sample_id
1,,0,1.0,1,0.0,1,blip2,63
2,,0,1.0,1,0.0,1,blip2,63
3,,0,1.0,1,0.0,1,blip2,63
4,,0,1.0,1,0.0,1,blip2,63
5,,0,1.0,1,0.0,1,blip2,63
6,,0,1.0,1,0.0,1,blip2,63
7,,0,1.0,1,0.0,1,blip2,63
8,,0,1.0,1,0.0,1,blip2,63
9,,0,1.0,1,0.0,1,blip2,63
10,,0,1.0,1,0.0,1,blip2,63
11,,0,1.0,1,0.0,1,blip2,63
12,,0,1.0,1,0.0,1,blip2,63
13,,0,1.0,1,0.0,1,blip2,63
14,,0,1.0,1,0.0,1,blip2,63
15,,0,1.0,1,0.0,1,blip2,63
16,,0,1.0,1,0.0,1,blip2,63
