turn,focus_rate,focus_n,answer_ok_rate,answer_ok_n,trunc_rate,trunc_n,model,sample_id
1,,0,1.0,1,0.0,1,llava,39
2,,0,1.0,1,0.0,1,llava,39
3,,0,1.0,1,0.0,1,llava,39
4,,0,0.0,1,0.0,1,llava,39
5,,0,0.0,1,0.0,1,llava,39
6,,0,1.0,1,0.0,1,llava,39
7,,0,0.0,1,0.0,1,llava,39
8,,0,1.0,1,0.0,1,llava,39
9,,0,1.0,1,0.0,1,llava,39
10,,0,0.0,1,0.0,1,llava,39
11,,0,1.0,1,0.0,1,llava,39
12,,0,1.0,1,0.0,1,llava,39
13,,0,1.0,1,0.0,1,llava,39
14,,0,1.0,1,0.0,1,llava,39
15,,0,1.0,1,0.0,1,llava,39
16,,0,1.0,1,0.0,1,llava,39
17,,0,1.0,1,0.0,1,llava,39
18,,0,1.0,1,0.0,1,llava,39
19,,0,1.0,1,0.0,1,llava,39
20,,0,1.0,1,0.0,1,llava,39
