turn,focus_rate,focus_n,answer_ok_rate,answer_ok_n,trunc_rate,trunc_n,model,sample_id
1,,0,1.0,1,0.0,1,llava,88
2,,0,1.0,1,0.0,1,llava,88
3,,0,1.0,1,0.0,1,llava,88
4,,0,0.0,1,0.0,1,llava,88
5,,0,1.0,1,0.0,1,llava,88
6,,0,1.0,1,0.0,1,llava,88
7,,0,1.0,1,0.0,1,llava,88
8,,0,1.0,1,0.0,1,llava,88
9,,0,1.0,1,0.0,1,llava,88
10,,0,1.0,1,0.0,1,llava,88
11,,0,1.0,1,0.0,1,llava,88
12,,0,1.0,1,0.0,1,llava,88
13,,0,0.0,1,0.0,1,llava,88
14,,0,1.0,1,0.0,1,llava,88
15,,0,0.0,1,0.0,1,llava,88
16,,0,1.0,1,0.0,1,llava,88
17,,0,1.0,1,0.0,1,llava,88
18,,0,1.0,1,0.0,1,llava,88
19,,0,1.0,1,0.0,1,llava,88
20,,0,1.0,1,0.0,1,llava,88
