turn,focus_rate,focus_n,answer_ok_rate,answer_ok_n,trunc_rate,trunc_n,model,sample_id
1,,0,1.0,1,0.0,1,llava,97
2,,0,1.0,1,0.0,1,llava,97
3,,0,1.0,1,0.0,1,llava,97
4,,0,1.0,1,0.0,1,llava,97
5,,0,1.0,1,0.0,1,llava,97
6,,0,1.0,1,0.0,1,llava,97
7,,0,1.0,1,0.0,1,llava,97
8,,0,1.0,1,0.0,1,llava,97
9,,0,1.0,1,0.0,1,llava,97
10,,0,1.0,1,0.0,1,llava,97
11,,0,1.0,1,0.0,1,llava,97
12,,0,1.0,1,0.0,1,llava,97
13,,0,1.0,1,0.0,1,llava,97
14,,0,1.0,1,0.0,1,llava,97
15,,0,1.0,1,0.0,1,llava,97
16,,0,1.0,1,0.0,1,llava,97
