turn,focus_rate,focus_n,answer_ok_rate,answer_ok_n,trunc_rate,trunc_n,model,sample_id
1,,0,1.0,1,0.0,1,blip2,40
2,,0,1.0,1,0.0,1,blip2,40
3,,0,1.0,1,0.0,1,blip2,40
4,,0,1.0,1,0.0,1,blip2,40
5,,0,1.0,1,0.0,1,blip2,40
6,,0,1.0,1,0.0,1,blip2,40
7,,0,1.0,1,0.0,1,blip2,40
8,,0,1.0,1,0.0,1,blip2,40
9,,0,1.0,1,0.0,1,blip2,40
10,,0,1.0,1,0.0,1,blip2,40
11,,0,1.0,1,0.0,1,blip2,40
12,,0,1.0,1,0.0,1,blip2,40
13,,0,1.0,1,0.0,1,blip2,40
14,,0,1.0,1,0.0,1,blip2,40
15,,0,1.0,1,0.0,1,blip2,40
16,,0,1.0,1,0.0,1,blip2,40
17,,0,1.0,1,0.0,1,blip2,40
18,,0,1.0,1,0.0,1,blip2,40
